period,hcr_type,strategy,change_par,change_type,direction,Binit,chng_time2,discount_rate,error_rho,error_cv,error_rep,metric,value,par_A,per_change
pre,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25_1000,-15
pre,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,427.52219480915613,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.008232424128377866,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2318.0872801084292,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.008989693982128072,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.10624328056603805,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1108.1394486022718,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.15681067112196811,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25_1000,-15
post,slope,ACA,rK,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,452.54058178924754,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.05140410784201007,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,5019.693919857488,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.12143692461253369,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.11037726512811698,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,3261.8333355307595,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.4134257835133614,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25_1000,-15
tot,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,472.079048053116,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.039671783043995844,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2710.6326938425195,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.0885681175709175,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.11665656577339341,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,2158.482523210663,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.22916711970495693,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25_1000,-15
pre,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bmn,433.76832988866795,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Bcv,0.0025059223120839844,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcm,2309.0612260149687,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hcv,0.0074747423936799935,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Hrmn,0.10434421156696905,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcm,1103.350812320096,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,Rcv,0.1539293309805943,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,N_neg,0,0.25_1000,-15
post,slope,SQ,rK,grad,decrease,500,50,0.01,NA,NA,NA,C_lim,0,0.25_1000,-15
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,425.9473461854827,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.38773204318746624,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,5087.044631144447,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.61126604782631,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.10369448318356773,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,2667.6136731789593,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.5253818787757302,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,285.97776429848795,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.4559677403287209,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1098.1040272429022,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.8543461775878718,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.06618680868327896,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,768.0999176361873,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.7496463119524951,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,560.4279248612227,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.010746040601015049,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3988.9406039015444,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.031735371027627385,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.13973126848776676,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1899.513755542772,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.13103833095674522,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,499.97138682987315,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.42840887667289396,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,4776.561723864884,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.7868343743968661,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.08484375,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,2430.3927673190447,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.7394641096842588,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,388.1161171436724,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.6404080005005109,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,570.6004252788317,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.6455327505378933,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,410.7163277852999,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.5195303771716204,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,607.4401753519091,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.1424728978236946,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,4205.961298586052,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.18607187606729345,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.13633578431372548,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,2019.6764395337445,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.29250200753537814,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,696.1689368926494,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.5022143125852274,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2148.184179703385,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.5133395950276709,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1162.2304068972317,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.3970987668760865,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,388.1161171436724,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.6404080005005109,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,570.6004252788317,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.6455327505378933,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,410.7163277852999,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.5195303771716204,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,992.1412539063725,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.01950305089595318,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1577.583754424553,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.02482859486742163,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,751.5140791119317,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1321737220519153,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,350
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,350
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,381.2415234989786,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.3721576517377301,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,4031.596637550709,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.5997945837480531,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.09280985110074876,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,2121.3843442374696,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.5049169197848142,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,260.0249399414304,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.4224874232598517,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,886.9003419753542,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.8066211849949427,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.06029841298630974,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,624.617861609531,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.6946304735305754,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,497.7045155444661,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.012385602046638506,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3144.6962955753547,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.035376738485901726,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.12404633085775879,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1496.7664826279388,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.1281943877819361,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,442.59126496458356,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.4105314231784706,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3838.724264738175,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.7622945992765435,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.0771875,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1966.0754424520803,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.7048252985064778,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,340.09332722757705,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.6000122643531275,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,501.03899436680064,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.6021901280411832,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,362.96106824771465,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.4705034053545469,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,541.0696757315113,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.133341212261902,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3337.685270371374,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.17757882749427323,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.1213235294117647,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1603.1143742043655,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.28461388953083316,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
post,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,608.0525428294609,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.49365647691680753,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1876.7267120915474,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.5041857836030628,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1017.8394983095064,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.37670097776068723,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
tot,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,340.09332722757705,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.6000122643531275,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,501.03899436680064,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.6021901280411832,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,362.96106824771465,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.4705034053545469,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
pre,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,865.5035538979375,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.02459793801240154,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,1375.6877177247468,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.030306069927998,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,654.8784300617918,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.12779186509017496,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,300
post,slope,SQ,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,300
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,336.8152607476294,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.3516610841926897,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,3104.6675597292274,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.5821303341697721,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.08201258156159962,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1642.3612197069178,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.4749791489540635,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,250
tot,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,234.6863760017294,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.3815051481876399,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,704.3837398381128,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.741738000355796,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.054600072256517744,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,500.6320859912759,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.6214329464296846,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,250
pre,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,434.9390911897686,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.014453424986390491,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2400.2838198911145,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.03990284718787834,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.10835009050177631,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1141.729133715642,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.12449405366464496,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,250
post,slope,GCA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,385.8301330246423,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.38690118393468725,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,2998.5264449780543,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.7297759931567248,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.06953125,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,1548.7960248419622,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.6582607554831112,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,250
tot,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,C_lim,0,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bmn,294.39725332133503,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Bcv,0.5461375815432451,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcm,435.0309179312916,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hcv,0.5453082428731897,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Hrmn,0.03125,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcm,317.72733901800643,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,Rcv,0.408165197701533,0.0625_250,250
pre,slope,ACA,rK,grad,increase,125,50,0.01,NA,NA,NA,N_neg,0,0.0625_250,250
